puzzleBlueprintId,title,concept,primaryFamily,secondaryFamilies,difficultyTier,intendedProgressionRange,playerFacingModality,accessibilityModalities,reusableComponentRequirementIds,collaborationProfile,requiredTools,outsideResearchExpectation,generatorVersion,answerFormat,serverValidationMethod,uniquenessProofMethod,estimatedSolveTime,hintLevel1,hintLevel2,implementationComplexity,mobileFeasibility,qualityScore,recommendationStatus,prototypeRequired,prototypeDelivered,tutorialConsideration,highComplexityShowpiece
PZB-029,Polyhedral Witness Box,"A deterministic 320-face polyhedral puzzle box can rotate and unfold. Exactly one 16-face path shares color, orientation, and adjacency properties.",SPATIAL_FOLDING_GEOMETRY,VISUAL_COLOR_OPTICAL | LOGIC_CONSTRAINT,TIER_5_ORDEAL,live assignments 38–48 and authored finales,INTERACTIVE_3D | UNFOLDED_NET | ADJACENCY_TABLE,NON_3D_NET | ADJACENCY_TABLE | KEYBOARD_ROTATE | REDUCED_MOTION | SCREEN_READER_FACE_LIST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",browser | optional paper net,NONE,1.0.0,SIXTEEN_CHARACTER_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,6–20 hours across sessions,"The object has more than one correct way to unfold, but only one preserves all three marked properties.",Filter faces to gold and upright first; then test adjacency in the unfolded net until one 16-face continuous path remains.,VERY_HIGH,ADAPTIVE_LOD,96,HIGH_COMPLEXITY_SHOWPIECE,true,true,false,true
PZB-030,Net of Many Doors,"Several polygon nets appear foldable, but hinge labels and door-clearance constraints admit one solid and one ordered door sequence.",SPATIAL_FOLDING_GEOMETRY,LOGIC_CONSTRAINT,TIER_3_EXPERT,live assignments 16–32,2D_NET | OPTIONAL_3D_PREVIEW,TACTILE_PRINTABLE_NET | HINGE_TABLE | KEYBOARD_CONTROLS,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the spatial folding geometry representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Reject overlapping folds, enforce hinge parity, and read door labels in closure order. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-031,Knot Projection Atlas,Generated knot diagrams from several projections must be matched using crossing invariants; selected crossings spell a code.,SPATIAL_FOLDING_GEOMETRY,VISUAL_COLOR_OPTICAL | HISTORICAL_RESEARCH,TIER_5_ORDEAL,live assignments 38–48 and authored finales,DIAGRAMS | MANIPULABLE_STRINGS,TACTILE_RAISED_LINES | CROSSING_TABLE | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,OPTIONAL_KNOT_REFERENCE,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",6–20 hours across sessions,Bobalus points toward the spatial folding geometry representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Compute crossing signs and simple invariants, match equivalent knots, then read labels on unmatched crossings. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,84,HIGH_COMPLEXITY_SHOWPIECE,false,false,false,true
PZB-032,Möbius Label Walk,Labels on a strip seem duplicated until one half-twist changes orientation and reading direction.,SPATIAL_FOLDING_GEOMETRY,CRYPTO_NUMERIC_DATA,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,PAPER_STRIP | 3D_PREVIEW,TACTILE_STRIP | LINEAR_ORIENTATION_TABLE,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,EIGHT_CHARACTER_ALPHANUMERIC,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",10–30 minutes,Bobalus points toward the spatial folding geometry representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Apply the marked half-twist, traverse a single boundary, and select labels upright at generated checkpoints. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-033,Voronoi Adjacency Cipher,Generated sites form a Voronoi diagram. Cell adjacency and area ranks define a path independent of exact rendering pixels.,SPATIAL_FOLDING_GEOMETRY,CRYPTO_NUMERIC_DATA | VISUAL_COLOR_OPTICAL,TIER_3_EXPERT,live assignments 16–32,MAP | ADJACENCY_TABLE,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",geometry tool | paper,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the spatial folding geometry representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Construct or inspect cells, follow the unique alternating degree rule, and translate site labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-034,Shadow-Casting Blocks,Arrange generated blocks so shadows match three orthogonal silhouettes; the visible top faces form the answer.,SPATIAL_FOLDING_GEOMETRY,VISUAL_COLOR_OPTICAL | CONSTRUCTION_SIMULATION,TIER_5_ORDEAL,live assignments 38–48 and authored finales,3D_BLOCKS | THREE_SILHOUETTES,HEIGHT_MATRIX_EQUIVALENT | TACTILE_BLOCKS | KEYBOARD_ONLY,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-SHAPE-LAYER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SHORT_PHRASE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,6–20 hours across sessions,Bobalus points toward the spatial folding geometry representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Use silhouette constraints to determine block heights and rotations, then read exposed top labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,92,HIGH_COMPLEXITY_SHOWPIECE,false,false,false,true
PZB-035,Nonogram Topology Bridge,"A generated nonogram has multiple bitmap completions, but only one makes the marked terminals connected without holes.",SPATIAL_FOLDING_GEOMETRY,LOGIC_CONSTRAINT,TIER_2_ADEPT,live assignments 7–20,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,COORDINATE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,30–75 minutes,Bobalus points toward the spatial folding geometry representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Solve row/column runs, then apply topology constraints to select the unique bridge and terminal labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-036,Fold-and-Punch Constellation,A generated sequence of folds and punches creates a symmetric hole pattern; star labels visible through designated holes form the code.,SPATIAL_FOLDING_GEOMETRY,VISUAL_COLOR_OPTICAL,TIER_5_ORDEAL,live assignments 38–48 and authored finales,PAPER | INTERACTIVE_FOLD,COORDINATE_TRANSFORM_TABLE | TACTILE_TEMPLATE | KEYBOARD_FOLD,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,6–20 hours across sessions,Bobalus points toward the spatial folding geometry representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Execute folds in ordinal order, mirror punch coordinates through each fold, unfold, and read pierced labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,88,HIGH_COMPLEXITY_SHOWPIECE,false,false,false,true
PZB-037,Musical Hexadecimal Grid,A coherent melody uses note names A-F as hexadecimal digits; G is only a control marker. Six-note groups form colors in a 32×4 grid whose repeated structures reveal a generated code.,AUDIO_MUSIC_SPECTRAL,CRYPTO_NUMERIC_DATA | VISUAL_COLOR_OPTICAL,TIER_1_INITIATE,live assignments 1–10; tutorial-adjacent only,AUDIO | MUSIC_NOTATION | NOTE_EVENT_TABLE | COLOR_GRID,NOTATION | CAPTIONS | NOTE_EVENT_TABLE | COLOR_LABELS | TEXTURE_GRID,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-COLOR-CHANNEL-LAB | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MUSIC-NOTATION-RAIL | PUZCMP-TILE-SIGNAL | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",music player | spreadsheet | image grid,NONE,1.0.0,SIX_CHARACTER_HEXADECIMAL,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",10–30 minutes,The sounds matter less as music than as written note names.,"Keep only note names A through F, group them six at a time, and render each group as a hexadecimal color in the stated grid.",MEDIUM,FULL,90,TUTORIAL_CANDIDATE,true,true,true,false
PZB-038,Rhythm Morse Counterpoint,"Two percussion lines encode dots, dashes, and separators by duration ratios while accents and pitch are camouflage.",AUDIO_MUSIC_SPECTRAL,CRYPTO_NUMERIC_DATA,TIER_2_ADEPT,live assignments 7–20,AUDIO | RHYTHM_NOTATION | HAPTIC_PULSES,RHYTHM_NOTATION | HAPTIC_PULSES | CAPTIONS,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-HINT-PANEL | PUZCMP-MUSIC-NOTATION-RAIL | PUZCMP-RHYTHM-HAPTIC-TRACK | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,EIGHT_CHARACTER_ALPHANUMERIC,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",30–75 minutes,Bobalus points toward the audio music spectral representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Measure relative durations in each line, interleave by bar number, and decode the generated symbol stream. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-039,Spectral Watermark Ladder,Broadband ambience contains generated frequency bands that form steps in a spectrogram; captions provide an equivalent frequency table.,AUDIO_MUSIC_SPECTRAL,VISUAL_COLOR_OPTICAL | CRYPTO_NUMERIC_DATA,TIER_5_ORDEAL,live assignments 38–48 and authored finales,AUDIO | SPECTROGRAM | FREQUENCY_TABLE,FREQUENCY_TABLE | HIGH_CONTRAST_SPECTROGRAM | CAPTIONS,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-HINT-PANEL | PUZCMP-IMAGE-TRANSFORM | PUZCMP-SPECTROGRAM | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",spectrogram tool,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",6–20 hours across sessions,Bobalus points toward the audio music spectral representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Render or inspect the spectrum, quantize marked bands, and read step heights as symbols. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,HIGH_COMPLEXITY_SHOWPIECE,true,false,false,true
PZB-040,Chord-Inversion Route,"Chord labels and bass-note notation identify root, first, and second inversions that select branches on a route map.",AUDIO_MUSIC_SPECTRAL,SPATIAL_FOLDING_GEOMETRY,TIER_2_ADEPT,live assignments 7–20,AUDIO | NOTATION | ROUTE_MAP,CHORD_SYMBOLS | BASS_NOTE_TABLE | TACTILE_ROUTE,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MUSIC-NOTATION-RAIL | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,ORDERED_ROUTE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",30–75 minutes,Bobalus points toward the audio music spectral representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Use notated bass relationships—not perfect pitch—to classify inversions and traverse the generated ternary route. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,82,STRONG_CANDIDATE,false,false,false,false
PZB-041,Eightfold Lantern Maze,"A 60×60 dark grid is crossed in 120 notes. Whole, half, quarter, and eighth durations map to lantern settings 1, 2, 4, and 8; each setting reveals a tile class, while 3, 5, 6, and 7 are decoy layers.",AUDIO_MUSIC_SPECTRAL,SPATIAL_FOLDING_GEOMETRY | CROSS_MODAL | LOGIC_CONSTRAINT,TIER_5_ORDEAL,live assignments 38–48 and authored finales,AUDIO | RHYTHM_NOTATION | 60X60_GRID | EIGHT_LANTERN_LAYERS | HAPTIC_NEIGHBOR_MODE,RHYTHM_NOTATION | SPOKEN_EIGHT_NEIGHBOR_STATUS | HAPTIC_DIRECTION_STATUS | KEYBOARD_NAVIGATION | LOCAL_NEIGHBOR_TABLE | REDUCED_MOTION,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-COLLABORATION-PACKET | PUZCMP-DIRECTIONAL-AUDIO-HAPTIC | PUZCMP-EIGHT-NEIGHBOR-NAV | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-LANTERN-LAYER-CONTROL | PUZCMP-MUSIC-NOTATION-RAIL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-RHYTHM-HAPTIC-TRACK | PUZCMP-TILE-SIGNAL | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",music player | route notes | optional rhythm editor,NONE,1.0.0,ROUTE_SIGNATURE_16,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,6–20 hours across sessions,Pitch is scenery; measure each note by how long it lasts. The lantern’s numbers are literal.,"Translate whole, half, quarter, and eighth notes to 1, 2, 4, and 8. For each note, choose that lantern setting and move to the only illuminated unvisited square among the eight neighbors.",VERY_HIGH,VIEWPORTED_GRID_WITH_LOCAL_NEIGHBOR_MODE,96,HIGH_COMPLEXITY_SHOWPIECE,true,true,false,true
PZB-042,Stereo Phase-Cancel Text,Left and right channels mostly cancel; swapping selected phase blocks reveals spoken phonemes and a parallel waveform label stream.,AUDIO_MUSIC_SPECTRAL,CRYPTO_NUMERIC_DATA | TEXT_LANGUAGE_LITERARY,TIER_5_ORDEAL,live assignments 38–48 and authored finales,STEREO_AUDIO | WAVEFORM | PHONEME_TRANSCRIPT,PHASE_BLOCK_TABLE | PHONEME_TRANSCRIPT | MONO_EQUIVALENT,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-HINT-PANEL | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",audio editor,NONE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",6–20 hours across sessions,Bobalus points toward the audio music spectral representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Identify phase markers, invert the designated channel blocks, sum channels, and order recovered phoneme labels. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,HIGH_COMPLEXITY_SHOWPIECE,false,false,false,true
PZB-043,Percussion Polycycle,Three non-pitched rhythms repeat at coprime lengths. Coincidences at generated checkpoints select symbols.,AUDIO_MUSIC_SPECTRAL,LOGIC_CONSTRAINT,TIER_3_EXPERT,live assignments 16–32,PERCUSSION_AUDIO | RHYTHM_GRID,RHYTHM_GRID | HAPTIC_TRACKS | CAPTIONS,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MUSIC-NOTATION-RAIL | PUZCMP-RHYTHM-HAPTIC-TRACK | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the audio music spectral representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Represent hits as modular residue sets, intersect the cycles, and map coincidence ordinals. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-044,Phoneme Formant Map,Synthetic vowel-like sounds plot as points on a labeled formant map. Regional pronunciations are excluded unless an authored corpus supplies them.,AUDIO_MUSIC_SPECTRAL,VISUAL_COLOR_OPTICAL | HISTORICAL_RESEARCH,TIER_4_MASTER,live assignments 27–43,AUDIO | FORMANT_TABLE | SCATTER_MAP,FORMANT_TABLE | CAPTIONS | TACTILE_SCATTER,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-AUDIO-TRANSPORT | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,OPTIONAL_PHONETICS_REFERENCE,1.0.0,ORDERED_ROUTE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",3–8 hours,Bobalus points toward the audio music spectral representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Use supplied F1/F2 measurements rather than hearing labels, match points to regions, and read route letters. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,82,STRONG_CANDIDATE,false,false,false,false
PZB-045,Constraint-Shifting Logic Grid,A traditional who/where/when/object/route mystery has generated relation structure and clue order—not merely substituted names. A formal solver certifies one solution.,LOGIC_CONSTRAINT,TEXT_LANGUAGE_LITERARY,TIER_4_MASTER,live assignments 27–43,LOGIC_GRID | CLUE_CARDS,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-LOGIC-GRID | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",grid worksheet | optional solver,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,3–8 hours,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Translate clues into equality, inequality, adjacency, order, and exclusive-or constraints; solve the unique assignment. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,92,STRONG_CANDIDATE,true,true,false,false
